,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
234,4,6,7,0,16,8,3,0.2,6,1,1,0.333333333,15,1,0,15,3,1,0.333333333,27.27589907,10.86956522,3222.577868,0.098825721,43,0.092,179.0321038,296.4771638,0.333333333,4,4,16,0.085714286,30,13,69,50,35,0.516129017,15,0
120,1,6,2,6,15,10,4,0.210526316,6,1,3,0.75,23,2,0.333333333,19,2,3,0.75,31.34891727,7.35483871,1695.777435,0.07685541,34,0.135964912,94.20985753,230.5662303,0.5,5,5,21,0.114285714,19,15,62,48,35,0.524999976,25,0
743,0.17540702,4.223245298,3.366760132,12.80864689,47.44188676,4.510274966,3.095676556,0.157768847,4.223245298,1.015946093,1,0.329789757,22.74946636,1,0,19.6537898,1.984053907,1,0.329789757,59.77232083,16.57345124,16390.47593,0.329871115,119.4578328,0.060365958,910.5819963,989.6133468,0.329789757,2.255137483,2.255137483,21.71757417,0.045770625,99.40999457,20.04783828,234.2437952,78.86569285,67.27108358,0.753357921,32.46243669,1
751,1.93950417,0.272231234,4.93950417,0.998181191,14.09074374,0,1.332727064,0.111494208,0,0,1,0.972272745,7.604958298,1,0,10.45371872,1.030247915,1,0.972272745,27.0920836,13.88347491,5221.974657,0.125375722,53,0.072029372,290.1097031,376.1271668,0.972272745,0,0,8.362974979,0.045940418,38.84876043,14.15123957,79.81851251,57.06049583,26.48396664,0.585853974,11.45189991,1
33,7,8,8,0,0,6,6,0.285714286,4,1,5,0.833333333,27,4,0.6,21,1,3,0.5,28.21369205,13.77835052,5356.17033,0.129579379,52,0.072577628,297.5650183,388.7381384,0.666666667,3,3,23,0.214285714,33,19,97,81,28,0,21,0
519,0,0,0,2,2,0,1,0.25,0,0,1,1,1,1,0,4,1,1,1,25.24475524,3.763157895,357.5,0.031666667,19,0.265734266,19.86111111,95,1,0,0,2,0.166666667,11,8,19,13,6,0.5,6,0
417,0,2,0,0,0,2,1,0.142857143,2,1,1,1,5,1,0,7,2,1,1,30.39786782,4.08,506.015067,0.0413411,23,0.245098039,28.11194816,124.0233007,1,1,1,6,0.142857143,12,11,25,17,7,0,7,0
167,1,2,8,1,3,2,2,0.117647059,2,1,1,0.5,16,1,0,17,3,1,0.5,34.12810371,12.375,5226.399132,0.140778428,57,0.080808081,290.3555073,422.3352834,0.5,1,1,16,0.095238095,39,18,104,66,21,0.190476194,18,0
81,8,2,3,9,8,2,2,0.117647059,2,1,1,0.5,17,1,0,17,3,1,0.5,49.74430973,7.282828283,2638.417683,0.120759755,44,0.137309293,146.5787602,362.2792658,0.5,1,1,17,0.060606061,28,16,198,103,33,0.5,26,0
744,1,2,6,0,21,2,3,0.15,2,1,1,0.333333333,20,2,0.5,20,4,1,0.333333333,32.2851153,9.54,2938.32,0.102666667,44,0.104821803,163.24,308,0.666666667,1,1,19,0.071428571,27,17,75,53,42,0.51219511,20,1
489,0,0,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,2,1,1,20.97287816,3.666666667,281.9686953,0.025633518,17,0.272727273,15.66492751,76.90055325,1,0,0,2,0.25,8,9,12,11,4,0,4,0
722,16.96234724,9.481173619,21.63808075,0.935146702,5.675733512,9.481173619,5.675733512,0.23968243,9.481173619,1,1.935146702,0.376568865,33.31381426,3.805440107,0.561088021,23.15690713,1,3.805440107,0.688284433,36.04558558,11.79824936,5017.408249,0.141756974,52.25941319,0.084758365,278.7449027,425.2709227,0.688284433,4.740586809,4.740586809,29.63808075,0.121525716,33.32426649,18.9351467,164.8702934,116.8974939,45.79498788,0.216566594,24.09205383,1
63,31,16,16,28,0,12,8,0.195121951,12,1,3,0.375,52,1,0,41,3,3,0.375,38.50180685,12.31351351,5837.744639,0.15803084,57,0.081211589,324.3191466,474.092519,0.125,6,6,46,0.111111111,34,23,185,134,72,0.405797094,69,0
651,2.678273241,1.118848828,4.254100782,4.288920506,1.627050391,1.491798437,1.372949609,0.11864748,1.118848828,0.186474805,1,0.875683464,8.237697655,1,0,10.93237402,2.813525195,1,0.875683464,29.79598667,8.268670399,2036.56167,0.082109879,38.1864748,0.120944385,113.142315,246.3296364,0.875683464,0.745899218,0.745899218,8.864748046,0.084955838,26.88115117,11.30532363,54,33.49179844,15.23769766,0.248453869,15.22129453,1
724,2.928273248,2.320683121,9.40929793,0,10.75104363,2.320683121,2.16034156,0.134810247,2.320683121,0.232068312,1.232068312,0.845287792,13.49791274,1.696204936,0.139240987,13.24895637,1,1.928273248,0.961321948,29.16805223,13.39799059,5171.557262,0.129120758,52.76793169,0.075009658,287.3087368,387.3622727,0.922643896,1.16034156,1.16034156,13.33757118,0.075949496,37.60759013,15.16034156,100.1899432,71.38823535,26.92827325,0.447960136,13.24895637,1
692,1.438354645,0.876709291,2.808226773,0,1.561645355,0.876709291,1,0.104870607,0.876709291,0.438354645,1,1,6.438354645,1,0,9.561645355,2.123290709,1,1,29.73032339,8.312531653,2054.423654,0.082380136,37.56164535,0.120300881,114.1346475,247.1404061,1,0.438354645,0.438354645,7.438354645,0.079733042,24.49316284,13.06848252,56.63012787,39.89038362,12.56164535,0.137443027,9.561645355,1
811,12.3589115,13.02598675,30.23081637,0,16.10272125,21.59034075,7.692449125,0.140459631,13.02598675,1,3.17945575,0.652846664,55.693062,1.589727875,0.196575958,50.59034075,2.17945575,1,0.178991363,36.1779628,28.22923233,28496.92374,0.337740168,113.0513606,0.035571573,1583.16243,1013.220504,0.326423332,10.79517037,10.79517037,51.23142925,0.089466277,87.76918363,25.282177,311.4127236,197.82177,79.0519735,0.245579205,50.59034075,1
85,26,18,13,19,0,28,9,0.290322581,18,1,3,0.333333333,48,5,0.5,31,3,3,0.333333333,51.33344303,8.031021898,3310.869128,0.137420002,47,0.124517155,183.9371738,412.2600051,0.555555556,14,14,41,0.157894737,27,20,274,163,57,0.379999995,50,0
506,0,0,0,0,1,0,1,0.5,0,0,1,1,0,1,0,2,2,1,1,18.76466251,4,300.2346001,0.02501955,18,0.25,16.67970001,75.05865003,1,0,0,1,0.333333333,10,8,10,8,3,0.333333343,2,0
889,14.34657041,8.243561973,3.243561973,14.71672681,10.94849578,7.564380272,6.70493381,0.268197352,6.051504217,0.756438027,3.70493381,0.48524669,28.75643803,2.512876054,0.378219014,25,1.243561973,2.948495783,0.333959085,31.32915503,14.08920661,6166.328801,0.1462185,59.02575211,0.071271586,342.5738223,438.6555004,0.474159647,3.782190136,3.782190136,24.78219014,0.137684285,36.75643803,22.26931408,97.83369435,74.73068592,50.29506619,0.434687301,39.71672681,1
720,18,10,23,1,6,10,6,0.25,10,1,2,0.333333333,35,4,0.6,24,1,4,0.666666667,35.89171429,11.8,4997.562298,0.141174076,52,0.084745763,277.6423499,423.5222286,0.666666667,5,5,31,0.125,33,19,165,118,48,0.225806445,25,1
549,6,17,15,76,22,8,16,0.32,8,1,1,0.0625,60,1,0,50,2,4,0.25,34.5129244,19.93932039,13721.5276,0.229388086,81,0.050152161,762.3070891,688.1642572,0.0625,4,4,50,0.205128205,53,28,206,155,78,0.662162185,126,0
433,0,0,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,2,1,1,26.94436251,3.529411765,335.6391178,0.03169925,20,0.283333333,18.64661766,95.09775004,1,0,0,2,0.2,12,8,17,10,5,0,5,0
294,2,6,2,0,0,6,4,0.285714286,6,1,1,0.25,20,1,0,14,1,3,0.75,33.53254657,7.322033898,1797.752936,0.081842148,36,0.136574074,99.87516311,245.5264426,0.25,3,3,18,0.25,16,20,59,54,16,0,14,0
835,4.570041921,14.85344512,8.433193596,1.859916157,4.426722562,13.14008384,8.570041921,0.192180463,11.42672256,1,3.570041921,0.404633511,48.13684833,4.426722562,0.42834032,44.42348704,2.85668064,3.570041921,0.404633511,35.02501202,16.78478534,9867.459507,0.195961401,71.14331936,0.059577774,548.1921948,587.8842045,0.499820249,6.570041921,6.570041921,42.14008384,0.16031019,46.42995808,24.71336128,178.5862195,129.006471,53.42025153,0.125511834,46.2834032,1
264,0,8,21,0,16,14,4,0.166666667,8,1,1,0.25,29,2,0.333333333,24,1,1,0.25,38.43072862,11.32450331,4928.524782,0.145069638,55,0.088304094,273.8069323,435.2089135,0.5,7,8,27,0.1,38,17,151,90,40,0.400000006,24,0
854,0,4.331679276,7.839122534,13.65839638,2.502481086,4.995037828,3,0.211916576,4.331679276,1,1.834160362,0.611386788,14,1,0,14.16583964,1.165839638,1,0.333333333,34.47494346,6.834509517,1609.578741,0.078519942,34.66832072,0.146321114,89.42104116,235.5598261,0.333333333,2.497518914,2.497518914,13.33167928,0.180372697,21.33664145,13.33167928,67.84904688,43.33664145,16.66832072,0.530069592,27.82423602,1
321,2,2,5,5,0,2,1,0.071428571,2,1,1,1,12,1,0,14,2,1,1,36.26745943,8.129032258,2396.595987,0.098273116,44,0.123015873,133.1442215,294.8193476,1,1,1,13,0.0625,24,20,62,42,16,0.263157904,19,0
564,1,6,5,9,71,8,4,0.181818182,6,1,1,0.25,25,2,0.333333333,22,2,3,0.75,36.58847002,9.817708333,3526.667383,0.119738309,49,0.101856764,195.9259657,359.214927,0.5,4,4,23,0.042553191,29,20,96,65,94,0.784313738,31,0
256,14,50,0,1,38,54,30,0.254237288,38,1,21,0.7,159,9,0.275862069,118,5,26,0.866666667,35.57961954,19.44269663,13449.75271,0.230587916,71,0.051433195,747.2084839,691.763749,0.3,27,27,140,0.176470588,42,29,445,412,170,0.248407647,119,0
476,0,0,0,0,1,0,1,0.111111111,0,0,1,1,5,1,0,9,2,1,1,31.50683513,5.391891892,915.9824067,0.05662715,29,0.185463659,50.88791148,169.8814489,1,0,0,6,0.1,19,10,37,21,10,0.100000001,9,0
171,4,14,19,7,31,26,7,0.152173913,14,1,4,0.571428571,56,1,0,46,2,3,0.428571429,35.89144803,18.7751938,12652.01905,0.224622964,77,0.053261767,702.8899474,673.8688925,0.142857143,13,13,53,0.086419753,56,21,258,173,81,0.452380955,53,0
511,0,4,0,4,0,4,2,0.166666667,4,1,1,0.5,10,1,0,12,2,1,0.5,26.43456482,8.530612245,1923.678844,0.075167674,35,0.11722488,106.8710469,225.5030224,0.5,2,2,11,0.166666667,22,13,49,38,12,0.25,16,0
464,0,2,0,0,0,2,1,0.125,2,1,1,1,5,1,0,8,1,1,1,18.7613036,6.80952381,869.9544159,0.042585181,23,0.146853147,48.33080088,127.7555436,1,1,1,6,0.125,11,12,21,26,8,0,8,0
785,1.57033804,1.42966196,1,1.42966196,1.711014119,1.42966196,1,0.136882043,1.42966196,0.71483098,1,1,4.859323921,1,0,7.42966196,3.281352159,1,1,40.2873165,4.189264928,681.0960441,0.054999813,27.56652118,0.240354976,37.83866912,164.999437,1,0.71483098,0.71483098,5.859323921,0.098436932,16.8516902,10.71483098,41.84405648,20.85932392,10.71101412,0.285550708,8.859323921,1
765,2.52199738,4.175979038,4.043994759,1.043994759,10.51605765,5.219973797,2.565992139,0.159454201,4.175979038,0.52199738,1.52199738,0.73900131,17.91795021,1,0,14.65398166,2,1.52199738,0.73900131,31.49781727,8.786173488,2417.448093,0.091784598,40.43400786,0.114303066,134.3026718,275.3537938,0.608501965,2.609986899,2.609986899,17.35195808,0.11308529,24.04399476,16.3900131,67.79190567,48.35195808,27.69203668,0.370868162,15.69797642,1
374,1,0,1,0,0,0,1,0.2,0,0,1,1,1,1,0,5,2,1,1,26.49807816,3.666666667,356.2519396,0.03238654,20,0.272727273,19.79177442,97.1596199,1,0,0,2,0.166666667,12,8,18,11,6,0,5,0
633,18,12,6,20,0,16,6,0.260869565,12,1,3,0.5,36,4,0.6,23,2,3,0.5,38.01430402,9.246575342,3250.190893,0.117167375,44,0.108148148,180.5661607,351.5021262,0.666666667,8,8,32,0.146341463,25,19,146,108,41,0.465116292,43,1
693,2,1.312689345,3.030965983,0,5.467519258,1.312689345,1,0.09403323,1.312689345,0.656344672,1,1,8.312689345,1,0,10.65634467,1,1,1,34.41960491,12.50181106,5277.180393,0.14165193,54.96903402,0.080484491,293.1766885,424.9557892,1,0.656344672,0.656344672,9.312689345,0.060099274,38.34365533,16.62537869,134.4766078,85.87916559,18.12386393,0.255160992,10.65634467,1
144,3,6,9,0,5,12,4,0.222222222,6,2,2,0.5,21,1,0,18,1,1,0.25,34.19231241,9.302325581,2958.772301,0.106022674,44,0.1075,164.376239,318.0680224,0.25,6,6,19,0.153846154,25,19,86,64,26,0.217391297,18,0
79,17,14,2,22,0,22,7,0.291666667,14,1,3,0.428571429,37,4,0.5,24,2,4,0.571428571,46.30309121,8.148734177,3074.611782,0.125770527,47,0.122718447,170.8117657,377.3115818,0.571428571,11,11,32,0.170731707,25,22,158,103,41,0.478260875,46,0
18,2,4,8,0,1,2,3,0.214285714,2,1,2,0.666666667,15,1,0,14,1,2,0.666666667,24.80302648,10.13559322,2548.021109,0.083797796,37,0.098662207,141.5567283,251.3933871,0.333333333,1,1,14,0.176470588,23,14,59,52,17,0.06666667,14,0
821,0,0,0,0.021669374,0,0,1,0.248916531,0,0,1,1,1,1,0,4.021669374,1.021669374,1,1,26.46508078,3.241667463,278.1750628,0.028598015,18.04333875,0.308532758,15.45417016,85.79404591,1,0,0,2,0.248916531,11.02166937,7.021669374,17,10,4.021669374,0.003611562,4.043338747,1
384,2,0,2,0,0,0,1,0.2,0,0,1,1,1,1,0,5,2,1,1,26.49720922,3.333333333,294.4134357,0.029441344,18,0.3,16.35630199,88.32403072,1,0,0,2,0.142857143,10,8,18,12,7,0,5,0
87,9,8,6,31,0,10,5,0.25,6,1,2,0.4,30,4,0.75,20,3,1,0.2,32.77811375,14.21052632,6619.181419,0.155264749,59,0.07037037,367.7323011,465.794248,0.8,5,5,27,0.172413793,36,23,133,105,29,0.607843161,51,0
113,3,8,3,40,8,10,5,0.2,8,1,3,0.6,29,2,0.25,25,1,2,0.4,33.35500883,11,4035.956068,0.122301699,48,0.090909091,224.2197816,366.9050971,0.4,5,5,26,0.138888889,28,20,112,88,36,0.657534242,65,0
465,0,0,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,1,1,1,18.24342188,3.2,186.8126401,0.01945965,14,0.3125,10.37848,58.37895002,1,0,0,2,0.25,8,6,10,8,4,0,4,0
593,2,4,3,0,0,4,3,0.111111111,4,1,1,0.333333333,20,1,0,27,1,1,0.333333333,33.41344809,10.46938776,3662.38389,0.116606115,47,0.095516569,203.4657717,349.8183443,0.333333333,2,2,19,0.103448276,27,20,98,76,29,0,27,1
382,0,0,2,0,0,0,1,0.142857143,0,0,1,1,3,1,0,7,6,1,1,47.81823939,4,765.0918302,0.063757653,32,0.25,42.50510168,191.2729576,1,0,0,4,0.142857143,20,12,45,18,7,0,7,0
760,12.0308459,8,20,0,19,10,5,0.15625,8,1,2,0.4,37,2,0.25,32,4,1,0.2,30.99425394,25.96774194,20900.15756,0.268283596,94,0.038509317,1161.119864,804.8507879,0.4,5,5,35,0.079326828,70,24,217,161,63.0308459,0.372549027,32,1
768,0.801299966,4.807799797,6.609099763,10.41689956,23.17920054,9.615599594,2.602599932,0.182337775,4.807799797,1.602599932,1.801299966,0.732900012,14.01299966,1,0,13.8077998,2,1.801299966,0.732900012,37.14600333,6.102336679,1372.650363,0.075154502,33.19870003,0.164402593,76.25835346,225.463506,0.465800022,4.807799797,4.807799797,14.2116997,0.071190553,19.19870003,14,69.84679878,44.02599932,37.7883003,0.709853756,24.22469936,1
118,1,4,0,10,4,6,2,0.125,4,1,1,0.5,18,1,0,16,2,1,0.5,26.32281243,10.75806452,3046.49576,0.094394171,41,0.092953523,169.2497644,283.1825144,0.5,3,3,18,0.095238095,23,18,62,58,21,0.466666669,26,0
587,0,6,7,0,39,12,3,0.1875,6,2,1,0.333333333,19,1,0,16,3,1,0.333333333,42.60497711,8.126213592,2813.434462,0.115405715,47,0.123058542,156.3019146,346.2171441,0.333333333,6,6,18,0.054545455,27,20,103,62,55,0.709090889,16,0
121,0,4,0,6,12,6,3,0.214285714,4,1,1,0.333333333,15,2,0.5,14,2,1,0.333333333,37.82550796,5.518867925,1152.085659,0.069584661,32,0.181196581,64.00475881,208.7539826,0.666666667,3,3,14,0.115384615,15,17,53,39,26,0.5625,20,0
599,22.15688095,21.70377249,61.91936772,0,39.82120104,29.39877779,11.92813492,0.113011607,21.70377249,1,8.695005293,0.838343518,116.2550476,6.542507939,0.291710944,96.55127514,4.309378308,5.156880954,0.338562698,36.05431499,38.4558526,52918.63937,0.453144783,137.8518862,0.026841613,2939.924409,1359.434347,0.407844048,14.69938889,14.69938889,106.7887884,0.079884027,113.156881,24.69500529,554.3812434,374.2638148,158.5293571,0.260269289,96.55127514,1
547,0,6,13,23,25,6,3,0.142857143,6,1,2,0.666666667,22,1,0,21,1,2,0.666666667,36.82008714,10.22727273,3851.27461,0.125523024,50,0.097777778,213.9597006,376.569073,0.333333333,3,3,21,0.065217391,30,20,110,75,46,0.695652187,44,0
130,1,4,4,3,1,6,4,0.166666667,4,1,1,0.25,18,2,0.333333333,24,4,1,0.25,40.03215102,8.403061224,2826.727747,0.112130872,46,0.11900425,157.0404304,336.3926159,0.5,3,3,16,0.153846154,27,19,98,61,26,0.142857149,27,0
88,6,10,4,29,0,16,5,0.178571429,8,2,2,0.4,28,2,0.25,28,2,1,0.2,34.01000148,12.2375,5093.215598,0.138732464,54,0.081716037,282.9564221,416.1973931,0.4,8,8,25,0.147058824,33,21,120,89,34,0.508771956,57,0
284,4,6,11,0,4,4,4,0.2,4,1,3,0.75,22,2,0.333333333,20,2,1,0.25,31.29627612,13.05263158,5331.98384,0.136166254,56,0.076612903,296.2213244,408.4987619,0.5,2,2,20,0.142857143,40,16,95,62,28,0.166666672,20,0
796,0,0,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,1,1,1,26.29110648,3.240397132,275.9245701,0.028390022,17.93165054,0.30862489,15.32914279,85.17006677,1,0,0,2,0.25,10.8974758,7.034174732,16.86330107,10.03417473,4,0,4,1
667,18.81185713,13.08953416,4.635813663,23.9939503,2.367211189,17.81488198,7.817906832,0.247305527,12.54325465,1,5.271627326,0.665456743,44.5402298,4.271627326,0.467375332,31.72534782,2,6.089534158,0.767695097,39.40967792,10.22226657,4114.010572,0.134173722,49.91046584,0.097891867,228.5561429,402.521166,0.53720508,8.90744099,8.90744099,39.26860247,0.149527222,26.54627951,23.36418634,156.1609192,120.7102236,52.90441614,0.452316419,55.71929812,1
206,2,0,11,1,12,0,1,0.047619048,0,0,1,1,16,1,0,21,2,1,1,29.80289532,18.57142857,10278.95777,0.184494114,70,0.053846154,571.0532097,553.4823417,1,0,0,17,0.028571429,52,18,140,100,35,0.382352948,22,0
649,7,4,1,12,5,4,3,0.272727273,4,1,1,0.333333333,14,2,0.5,11,2,1,0.333333333,29.50200237,7.058823529,1469.995966,0.069416476,32,0.141666667,81.66644254,208.2494285,0.666666667,2,2,13,0.130434783,18,14,51,40,23,0.607142866,23,1
304,2,2,1,3,0,2,1,0.125,2,1,1,1,6,1,0,8,2,1,1,27.77278382,5.310344828,783.1858989,0.04916102,26,0.188311688,43.51032772,147.4830589,1,1,1,7,0.1,14,12,29,22,10,0.272727281,11,0
446,1,6,3,0,14,8,3,0.230769231,6,1,1,0.333333333,13,1,0,13,1,1,0.333333333,34.09178354,7.388059701,1860.846349,0.083957377,37,0.135353535,103.3803527,251.8721321,0.333333333,4,4,14,0.107142857,22,15,67,45,28,0.518518507,13,0
807,4.396016849,11.16813479,16.05974727,0.396016849,22.51551139,11.58406739,6.584067394,0.149384313,9.584067394,1,2.188050546,0.296804118,48.18805055,3.188050546,0.349004212,43.58406739,2.396016849,2.188050546,0.296804118,36.95751308,16.9490363,10625.06962,0.208873501,74.62389891,0.059003937,590.2816456,626.6205039,0.461602621,5.792033697,5.792033697,44.2079663,0.101394512,49.62389891,25,200.5752587,136.6637304,70.49559563,0.315897236,43.98008424,1
196,7,0,14,5,14,0,3,0.136363636,0,0,2,0.666666667,20,1,0,22,4,1,0.333333333,30.90085275,17.81818182,9810.63768,0.183532338,71,0.056122449,545.0354267,550.5970127,0.333333333,0,0,19,0.069767442,56,15,132,84,43,0.463414639,27,0
106,21,14,1,22,0,22,7,0.291666667,14,1,3,0.428571429,38,5,0.666666667,24,2,2,0.285714286,40.40185153,8.363309353,2825.905216,0.112631061,43,0.119569892,156.9947342,337.8931828,0.714285714,11,11,33,0.155555556,25,18,139,93,45,0.478260875,46,0
29,2,4,9,0,0,8,4,0.19047619,4,2,2,0.5,20,3,0.666666667,21,3,3,0.75,29.60294054,13.125,5099.569053,0.129512865,53,0.076190476,283.3093919,388.5385945,0.75,4,4,18,0.173913043,35,18,92,69,23,0,21,0
270,0,30,47,2,0,32,15,0.217391304,28,1,12,0.8,107,13,0.857142857,69,2,10,0.666666667,39.11371521,27.57025761,29731.08219,0.359458402,114,0.03627097,1651.726788,1078.375205,0.866666667,16,16,94,0.217391304,85,29,427,277,69,0.028169014,71,0
268,0,14,15,1,18,26,7,0.269230769,14,1,6,0.857142857,38,5,0.666666667,26,2,3,0.428571429,39.63972871,10.30821918,4212.093101,0.136205004,52,0.097009967,234.0051723,408.6150117,0.714285714,13,13,33,0.159090909,35,17,146,86,44,0.422222227,27,0
641,20.05515959,12.5275798,15.30694143,38.30694143,0,30.30694143,6.527579796,0.240639491,12.5275798,1.736210102,3.791369695,0.565947475,38.42926868,2.055159593,0.150737085,27.11031919,2,4.055159593,0.598921212,38.86244475,10.35730926,4167.700687,0.134134619,49.7362101,0.096572887,231.5389271,402.4038578,0.28757037,15.15347071,15.15347071,34.63789898,0.138076558,28.94484041,20.79136969,158.9568485,114.3309576,47.16547878,0.582588735,65.41726061,1
342,32,64,27,63,0,84,32,0.266666667,62,1,1,0.03125,149,1,0,120,3,2,0.0625,37.2141703,36.08333333,48453.10817,0.447603771,134,0.027713626,2691.839343,1342.811312,0.03125,42,42,147,0.210526316,101,33,606,433,152,0.344262302,183,0
565,0,0,0,1,16,0,1,0.25,0,0,1,1,1,1,0,4,2,1,1,25.18294106,4.444444444,497.4408111,0.037308061,22,0.225,27.63560062,111.9241825,1,0,0,2,0.05,10,12,18,16,20,0.809523821,5,0
726,3.175009487,9.52502846,8.375237167,39.59954464,14.72487667,2.10011384,11.12495257,0.438239116,2.10011384,0.175009487,7.774933593,0.668745596,30.6251423,1.52502846,0.087504743,25.70003795,1.824990513,8.47497154,0.768751016,28.05117032,15.35098643,6529.172473,0.142371652,56.35001897,0.065372843,362.7318041,427.1149576,0.16875463,1.05005692,1.05005692,23.97516127,0.253107373,36.17500949,20.17500949,110.5762238,91.17576842,43.59992411,0.617039743,65.29958259,1
672,1.818626993,2,3.204656748,2.409313496,0.818626993,3.637253986,1,0.096589054,2,1.818626993,1,1,8.409313496,1,0,10.4093135,2.409313496,1,1,34.36254688,5.85519471,1087.265307,0.063241318,30.02328374,0.176272719,60.4036282,189.7239536,1,1.818626993,1.818626993,9.409313496,0.082049492,16.20465675,13.81862699,49.0514644,32.86519448,13.04656748,0.214419913,12.81862699,1
225,12,6,36,0,16,14,4,0.075471698,6,2,1,0.25,53,1,0,53,4,1,0.25,31.85754707,34.95364238,38922.18483,0.371179103,124,0.028609322,2162.343602,1113.537308,0.25,7,7,53,0.049382716,104,20,302,203,81,0.231884062,53,0
84,6,14,13,17,1,20,7,0.35,14,1,3,0.428571429,37,1,0,20,6,3,0.428571429,48.77814657,9.941520468,4820.931007,0.161642981,60,0.100588235,267.8295004,484.9289425,0.142857143,10,10,32,0.259259259,34,26,171,100,27,0.473684222,37,0
37,0,2,2,0,0,2,2,0.25,2,1,1,0.5,8,1,0,8,2,1,0.5,23.82814909,6.25,930.7870739,0.049641977,26,0.16,51.71039299,148.9259318,0.5,1,1,8,0.25,14,12,28,25,8,0,8,0
898,2.415674017,9.20188111,5.707837008,48.13291658,14.86457718,8.494044101,5.954859059,0.231361447,7.078370085,0.707837008,1.707837008,0.469122244,28.18996931,1,0,23.69592521,4,1.707837008,0.469122244,38.60273444,10.04556371,3809.074753,0.127380363,51.12351103,0.100298876,211.615264,382.1410901,0.380642618,4.247022051,4.247022051,24.23511025,0.14469568,28.92162992,22.20188111,107.7623835,76.68401341,40.97617641,0.524979121,71.82884179,1
318,0,0,4,0,0,0,1,0.125,0,0,1,1,5,1,0,8,4,1,1,29.97221734,5.144736842,793.3141549,0.051399724,26,0.194373402,44.07300861,154.1991708,1,0,0,6,0.125,17,9,38,23,8,0,8,0
28,2,4,6,0,0,6,4,0.285714286,4,1,3,0.75,16,2,0.333333333,14,1,2,0.5,27.93573518,10.3559322,2995.977188,0.096433527,43,0.096563011,166.4431771,289.3005795,0.5,3,3,14,0.25,26,17,59,47,16,0,14,0
737,10.02642128,10.84227405,34.71096938,0.789431488,11.84147232,8.421137024,6.815852768,0.155209883,5.210568512,1,3.605284256,0.539471574,51.92153789,1.605284256,0.08646918,43.47397959,2.605284256,2.789431488,0.467093659,36.73710974,21.09408355,16284.52186,0.257663885,88.39471574,0.047465589,904.6956588,772.9916547,0.230264213,4.210568512,4.210568512,47.50040087,0.106792357,65.81585277,22.57886298,271.3450801,171.5804664,65.34187318,0.188520948,44.26341107,1
383,1,0,2,0,0,0,1,0.2,0,0,1,1,1,1,0,5,2,1,1,26.49720922,3.333333333,294.4134357,0.029441344,18,0.3,16.35630199,88.32403072,1,0,0,2,0.166666667,10,8,18,12,6,0,5,0
122,0,8,19,2,2,16,6,0.315789474,8,2,3,0.5,27,2,0.2,19,2,2,0.333333333,42.56406372,9.6,3922.704113,0.136205004,52,0.104166667,217.9280063,408.6150117,0.333333333,8,8,24,0.285714286,32,20,145,87,21,0.173913047,21,0
640,15.39545109,11.4308607,15.96459039,35.17032838,2.466270306,29.06745939,6.1897131,0.24554546,10.8617214,1.8102869,2.8102869,0.459347193,33.8617214,1,0,25.1897131,2,2.8102869,0.459347193,38.14233981,10.51730285,4217.88606,0.133688678,50.7588524,0.095096939,234.3270033,401.0660333,0.162149688,14.53372969,14.53372969,31.0514345,0.144544737,29.8102869,20.9485655,143.4275009,100.7909022,43.0514345,0.58804214,60.36004148,1
445,2,6,8,0,10,10,4,0.210526316,6,1,1,0.25,19,1,0,19,2,1,0.25,40.6681784,9.036363636,3320.795398,0.122497483,49,0.110663984,184.4886332,367.4924485,0.25,5,5,20,0.129032258,28,21,110,71,31,0.344827592,19,0
259,0,4,5,0,1,12,3,0.078947368,4,3,1,0.333333333,14,1,0,38,5,1,0.333333333,44.68424611,9.931677019,4407.57398,0.147929833,56,0.10068793,244.8652211,443.7895002,0.333333333,6,6,13,0.076923077,39,17,161,82,39,0.025641026,38,0
21,12,16,25,0,0,18,10,0.222222222,16,1,8,0.8,57,8,0.777777778,45,6,4,0.4,34.3325807,21.3800905,15693.70656,0.244677894,86,0.046772487,871.8725865,734.0336824,0.8,9,9,49,0.175438596,63,23,221,150,57,0,45,0
644,7.354787221,4.9140071,16.07517728,30.5159574,2.376418459,4.73120568,3.73120568,0.171795554,4.36560284,1,1.18280142,0.324628504,24.09680852,1,0,21.09680852,2,1.18280142,0.324628504,39.64574522,10.55445149,4413.614612,0.139427956,54,0.094757829,245.2008118,418.2838678,0.298514015,2.36560284,2.36560284,22.9140071,0.117348295,34.72039006,19.27960994,134.859929,81.44078012,30.8280142,0.60252476,51.61276592,1
740,0.315104264,4.739582944,6.684895736,3.42447868,6.617189546,6.109374415,3,0.17568359,4.739582944,1,1.684895736,0.561631912,18.63020853,1.315104264,0.157552132,17.26041706,2.630208528,1,0.333333333,30.66873614,9.970683787,3045.223013,0.101822663,43.31510426,0.100382251,169.1790563,305.4679889,0.438368088,3.054687208,3.054687208,17.63020853,0.150925398,27,16.31510426,76.36979147,56.42447868,24.19271087,0.324465277,20.68489574,1
